11,0.0,0.0,0.0,purple,0.0,0.0,0.0,0.0,0.0,1.0,secondary
24,2.0,0.0,3.0,purple,2.0,0.0,3.0,2.0,1.0,3.0,secondary
39,2.0,1.0,1.0,purple,2.0,1.0,1.0,2.0,2.0,1.0,secondary
43,1.0,0.0,0.0,blue,1.0,0.0,0.0,1.0,0.0,-1.0,secondary
16,3.0,3.0,1.0,purple,3.0,3.0,1.0,3.0,2.0,1.0,secondary
37,2.0,3.0,1.0,purple,2.0,3.0,1.0,1.0,3.0,1.0,secondary
5,2.0,0.0,2.0,purple,2.0,0.0,2.0,1.0,0.0,2.0,secondary
13,3.0,2.0,1.0,purple,3.0,2.0,1.0,3.0,2.0,0.0,secondary
19,3.0,1.0,0.0,purple,3.0,1.0,0.0,3.0,1.0,1.0,secondary
40,2.0,0.0,0.0,purple,2.0,0.0,0.0,2.0,0.0,1.0,secondary
20,3.0,0.0,0.0,purple,3.0,0.0,0.0,3.0,1.0,0.0,secondary
23,2.0,1.0,3.0,purple,2.0,1.0,3.0,2.0,1.0,2.0,secondary
41,2.0,1.0,0.0,purple,2.0,1.0,0.0,2.0,0.0,0.0,secondary
32,0.0,2.0,1.0,purple,0.0,2.0,1.0,1.0,2.0,1.0,secondary
7,3.0,0.0,3.0,purple,3.0,0.0,3.0,3.0,0.0,2.0,secondary
36,1.0,3.0,1.0,purple,1.0,3.0,1.0,0.0,3.0,1.0,secondary
8,3.0,1.0,1.0,purple,3.0,1.0,1.0,3.0,1.0,2.0,secondary
27,1.0,3.0,0.0,purple,1.0,3.0,0.0,2.0,3.0,0.0,secondary
12,3.0,2.0,0.0,purple,3.0,2.0,0.0,2.0,2.0,0.0,secondary
18,2.0,3.0,0.0,purple,2.0,3.0,0.0,3.0,3.0,0.0,secondary
10,0.0,0.0,1.0,purple,0.0,0.0,1.0,0.0,0.0,2.0,secondary
45,1.0,1.0,1.0,purple,1.0,1.0,1.0,1.0,0.0,1.0,secondary
30,2.0,0.0,1.0,purple,2.0,0.0,1.0,3.0,0.0,1.0,secondary
25,1.0,0.0,3.0,purple,1.0,0.0,3.0,2.0,0.0,3.0,secondary
28,1.0,2.0,0.0,purple,1.0,2.0,0.0,1.0,3.0,0.0,secondary
38,2.0,2.0,1.0,purple,2.0,2.0,1.0,2.0,3.0,1.0,secondary
34,0.0,3.0,0.0,purple,0.0,3.0,0.0,0.0,2.0,0.0,secondary
31,0.0,1.0,1.0,purple,0.0,1.0,1.0,0.0,1.0,0.0,secondary
29,1.0,2.0,1.0,purple,1.0,2.0,1.0,1.0,2.0,0.0,secondary
1,3.0,1.0,2.0,purple,3.0,1.0,2.0,3.0,1.0,3.0,secondary
26,0.0,0.0,3.0,purple,0.0,0.0,3.0,1.0,0.0,3.0,secondary
0,3.0,1.0,3.0,purple,3.0,1.0,3.0,3.0,0.0,3.0,secondary
2,1.0,1.0,3.0,purple,1.0,1.0,3.0,0.0,1.0,3.0,secondary
4,1.0,0.0,2.0,purple,1.0,0.0,2.0,1.0,1.0,2.0,secondary
22,2.0,1.0,2.0,purple,2.0,1.0,2.0,2.0,1.0,1.0,secondary
3,1.0,1.0,2.0,purple,1.0,1.0,2.0,1.0,1.0,3.0,secondary
17,3.0,3.0,0.0,purple,3.0,3.0,0.0,3.0,3.0,1.0,secondary
6,3.0,0.0,2.0,purple,3.0,0.0,2.0,2.0,0.0,2.0,secondary
14,0.0,1.0,2.0,purple,0.0,1.0,2.0,0.0,1.0,1.0,secondary
46,1.0,1.0,0.0,purple,1.0,1.0,0.0,1.0,1.0,1.0,secondary
35,0.0,3.0,1.0,purple,0.0,3.0,1.0,0.0,3.0,0.0,secondary
47,0.0,1.0,0.0,purple,0.0,1.0,0.0,1.0,1.0,0.0,secondary
42,2.0,2.0,0.0,purple,2.0,2.0,0.0,2.0,1.0,0.0,secondary
9,0.0,0.0,2.0,purple,0.0,0.0,2.0,0.0,0.0,3.0,secondary
21,3.0,0.0,1.0,purple,3.0,0.0,1.0,3.0,0.0,0.0,secondary
15,0.0,1.0,3.0,purple,0.0,1.0,3.0,0.0,1.0,2.0,secondary
33,0.0,2.0,0.0,purple,0.0,2.0,0.0,0.0,2.0,1.0,secondary
44,1.0,0.0,1.0,purple,1.0,0.0,1.0,1.0,0.0,0.0,secondary
999,0.0,0.0,-1.0,purple,0,0,-1,0.0,0.0,0.0,secondary
