51,2.0,3.0,3.0,purple,2.0,3.0,3.0,2.0,3.0,2.0,secondary
10,0.0,0.0,0.0,purple,0.0,0.0,0.0,0.0,0.0,1.0,secondary
16,2.0,2.0,0.0,purple,2.0,2.0,0.0,1.0,2.0,0.0,secondary
40,0.0,1.0,2.0,green,0.0,1.0,2.0,0.0,1.0,1.0,secondary
41,0.0,1.0,3.0,green,0.0,1.0,3.0,0.0,1.0,2.0,secondary
60,2.0,0.0,2.0,purple,2.0,0.0,2.0,1.0,0.0,2.0,secondary
20,1.0,1.0,0.0,green,1.0,1.0,0.0,1.0,1.0,1.0,secondary
39,2.0,2.0,3.0,purple,2.0,2.0,3.0,3.0,2.0,3.0,secondary
28,3.0,0.0,1.0,purple,3.0,0.0,1.0,3.0,0.0,0.0,secondary
47,2.0,3.0,1.0,purple,2.0,3.0,1.0,2.0,3.0,0.0,secondary
55,3.0,3.0,0.0,purple,3.0,3.0,0.0,3.0,3.0,1.0,secondary
0,0.0,2.0,2.0,purple,0.0,2.0,2.0,0.0,2.0,3.0,secondary
56,1.0,3.0,2.0,purple,1.0,3.0,2.0,1.0,3.0,3.0,secondary
24,1.0,0.0,3.0,purple,1.0,0.0,3.0,2.0,0.0,3.0,secondary
46,2.0,3.0,0.0,purple,2.0,3.0,0.0,3.0,3.0,0.0,secondary
9,0.0,0.0,1.0,purple,0.0,0.0,1.0,0.0,0.0,2.0,secondary
27,3.0,0.0,0.0,purple,3.0,0.0,0.0,3.0,1.0,0.0,secondary
34,2.0,1.0,1.0,purple,2.0,1.0,1.0,2.0,1.0,0.0,secondary
61,3.0,0.0,2.0,purple,3.0,0.0,2.0,2.0,0.0,2.0,secondary
13,1.0,2.0,0.0,purple,1.0,2.0,0.0,1.0,3.0,0.0,secondary
38,3.0,2.0,3.0,purple,3.0,2.0,3.0,3.0,2.0,2.0,secondary
14,1.0,2.0,1.0,purple,1.0,2.0,1.0,2.0,2.0,1.0,secondary
7,0.0,2.0,3.0,purple,0.0,2.0,3.0,0.0,3.0,3.0,secondary
62,3.0,0.0,3.0,purple,3.0,0.0,3.0,3.0,0.0,2.0,secondary
15,0.0,2.0,1.0,purple,0.0,2.0,1.0,1.0,2.0,1.0,secondary
2,0.0,2.0,0.0,purple,0.0,2.0,0.0,0.0,2.0,1.0,secondary
49,2.0,2.0,2.0,purple,2.0,2.0,2.0,2.0,1.0,2.0,secondary
43,1.0,2.0,3.0,purple,1.0,2.0,3.0,1.0,2.0,2.0,secondary
22,2.0,1.0,3.0,purple,2.0,1.0,3.0,2.0,2.0,3.0,secondary
45,3.0,1.0,2.0,purple,3.0,1.0,2.0,3.0,1.0,3.0,secondary
21,0.0,1.0,0.0,green,0.0,1.0,0.0,1.0,1.0,0.0,secondary
44,1.0,3.0,3.0,purple,1.0,3.0,3.0,1.0,2.0,3.0,secondary
50,2.0,3.0,2.0,purple,2.0,3.0,2.0,2.0,2.0,2.0,secondary
48,2.0,1.0,2.0,purple,2.0,1.0,2.0,3.0,1.0,2.0,secondary
4,0.0,3.0,1.0,purple,0.0,3.0,1.0,0.0,3.0,0.0,secondary
18,3.0,1.0,0.0,purple,3.0,1.0,0.0,3.0,2.0,0.0,secondary
29,2.0,0.0,1.0,purple,2.0,0.0,1.0,3.0,0.0,1.0,secondary
37,3.0,2.0,2.0,purple,3.0,2.0,2.0,3.0,2.0,1.0,secondary
58,1.0,1.0,2.0,purple,1.0,1.0,2.0,1.0,1.0,3.0,secondary
8,1.0,0.0,1.0,green,1.0,0.0,1.0,1.0,0.0,0.0,secondary
36,3.0,2.0,1.0,purple,3.0,2.0,1.0,3.0,1.0,1.0,secondary
35,3.0,1.0,1.0,purple,3.0,1.0,1.0,2.0,1.0,1.0,secondary
53,3.0,3.0,2.0,purple,3.0,3.0,2.0,3.0,3.0,3.0,secondary
23,2.0,0.0,3.0,purple,2.0,0.0,3.0,2.0,1.0,3.0,secondary
52,3.0,3.0,3.0,purple,3.0,3.0,3.0,2.0,3.0,3.0,secondary
30,0.0,1.0,1.0,green,0.0,1.0,1.0,0.0,1.0,0.0,secondary
33,2.0,1.0,0.0,purple,2.0,1.0,0.0,2.0,0.0,0.0,secondary
54,3.0,3.0,1.0,purple,3.0,3.0,1.0,3.0,3.0,2.0,secondary
6,0.0,3.0,3.0,purple,0.0,3.0,3.0,0.0,3.0,2.0,secondary
42,1.0,3.0,1.0,purple,1.0,3.0,1.0,1.0,3.0,2.0,secondary
59,1.0,0.0,2.0,purple,1.0,0.0,2.0,1.0,1.0,2.0,secondary
12,1.0,3.0,0.0,purple,1.0,3.0,0.0,1.0,3.0,1.0,secondary
57,1.0,1.0,3.0,blue,1.0,1.0,3.0,0.0,1.0,3.0,secondary
31,2.0,2.0,1.0,purple,2.0,2.0,1.0,2.0,3.0,1.0,secondary
19,1.0,1.0,1.0,green,1.0,1.0,1.0,1.0,0.0,1.0,secondary
26,0.0,0.0,2.0,purple,0.0,0.0,2.0,0.0,0.0,3.0,secondary
5,0.0,3.0,2.0,purple,0.0,3.0,2.0,0.0,3.0,1.0,secondary
32,2.0,0.0,0.0,purple,2.0,0.0,0.0,2.0,0.0,1.0,secondary
11,1.0,2.0,2.0,purple,1.0,2.0,2.0,0.0,2.0,2.0,secondary
3,0.0,3.0,0.0,purple,0.0,3.0,0.0,0.0,2.0,0.0,secondary
25,0.0,0.0,3.0,purple,0.0,0.0,3.0,1.0,0.0,3.0,secondary
17,3.0,2.0,0.0,purple,3.0,2.0,0.0,2.0,2.0,0.0,secondary
1,1.0,0.0,0.0,green,1.0,0.0,0.0,1.0,0.0,-1.0,secondary
63,3.0,1.0,3.0,purple,3.0,1.0,3.0,3.0,0.0,3.0,secondary
999,0.0,0.0,-1.0,purple,0,0,-1,0.0,0.0,0.0,secondary
