30,0.0,3.0,1.0,green,0.0,3.0,1.0,0.0,3.0,0.0,secondary
60,1.0,2.0,3.0,purple,1.0,2.0,3.0,1.0,2.0,2.0,secondary
2,3.0,2.0,3.0,purple,3.0,2.0,3.0,3.0,2.0,2.0,secondary
44,1.0,0.0,0.0,green,1.0,0.0,0.0,1.0,0.0,-1.0,secondary
26,3.0,3.0,0.0,green,3.0,3.0,0.0,3.0,3.0,1.0,secondary
43,0.0,0.0,0.0,purple,0.0,0.0,0.0,0.0,0.0,1.0,secondary
45,1.0,3.0,0.0,purple,1.0,3.0,0.0,1.0,3.0,1.0,secondary
42,1.0,1.0,1.0,green,1.0,1.0,1.0,1.0,0.0,1.0,secondary
35,3.0,1.0,3.0,green,3.0,1.0,3.0,3.0,0.0,3.0,secondary
16,0.0,1.0,1.0,green,0.0,1.0,1.0,0.0,1.0,0.0,secondary
28,1.0,1.0,2.0,green,1.0,1.0,2.0,1.0,1.0,3.0,secondary
13,0.0,1.0,0.0,green,0.0,1.0,0.0,1.0,1.0,0.0,secondary
20,0.0,2.0,0.0,green,0.0,2.0,0.0,0.0,2.0,1.0,secondary
37,2.0,1.0,2.0,green,2.0,1.0,2.0,3.0,1.0,2.0,secondary
1,2.0,2.0,1.0,green,2.0,2.0,1.0,2.0,3.0,1.0,secondary
29,1.0,0.0,2.0,green,1.0,0.0,2.0,1.0,1.0,2.0,secondary
33,3.0,0.0,2.0,green,3.0,0.0,2.0,2.0,0.0,2.0,secondary
46,2.0,1.0,0.0,purple,2.0,1.0,0.0,2.0,0.0,0.0,secondary
40,0.0,3.0,2.0,green,0.0,3.0,2.0,0.0,3.0,1.0,secondary
27,1.0,1.0,3.0,green,1.0,1.0,3.0,0.0,1.0,3.0,secondary
6,1.0,0.0,3.0,purple,1.0,0.0,3.0,2.0,0.0,3.0,secondary
25,3.0,3.0,1.0,green,3.0,3.0,1.0,3.0,3.0,2.0,secondary
19,0.0,2.0,1.0,green,0.0,2.0,1.0,1.0,2.0,1.0,secondary
52,3.0,0.0,0.0,purple,3.0,0.0,0.0,3.0,1.0,0.0,secondary
48,1.0,2.0,0.0,purple,1.0,2.0,0.0,1.0,3.0,0.0,secondary
